latitude,longitude
33.1435057,-117.0896686
32.7192054,-117.173054
32.7265371,-117.1725027
32.7090406,-117.2316116
33.25083,-117.307656
32.8080432,-116.9661174
32.80209,-116.9358211
33.0974781,-117.083082
32.7893339,-116.9665911
33.1435057,-117.0896686
33.2423999,-117.2867301
33.1781859,-117.3404069
33.1194161,-117.0968089
33.1094867,-117.0970547
33.1869051,-117.3296992
33.1288937,-117.0406022
32.8079273,-116.9506295
32.8045935,-116.9562564
32.8209295,-116.9138246
32.8239412,-117.1587123
32.7945269,-117.2037319
32.806621,-116.9401202
32.7995467,-116.9317611
32.9531726,-117.0585062
32.8043139,-116.9267233
32.8090249,-116.9520473
32.6621294,-117.0922541
32.8001802,-116.946221
33.1838377,-117.3357069
32.7875224,-116.9837223
33.1961468,-117.2966829
33.156948,-117.0840723
32.6056339,-117.0704877
33.1945601,-117.3795831
33.1374979,-117.0518363
33.1258644,-117.0883305
33.1427198,-117.0703013
32.785255,-116.9951134
33.1527455,-117.1068972
33.2488331,-117.3087258
33.2166485,-117.3465968
33.1488089,-117.3463133
32.6823818,-117.0523256
33.0636816,-117.2741943
32.7064461,-117.1252422
32.7223574,-117.1293028
32.76540810000001,-117.196905
32.6281338,-116.9618845
33.1959691,-117.2924818
33.204628,-117.2857382
33.1558872,-117.0316535
33.2039053,-117.3637883
33.2215096,-117.2973698
33.2487315,-117.2936026
33.1878077,-117.2906929
32.574362,-117.054883
32.574362,-117.054883
33.0894858,-117.0866656
33.1315265,-117.0654796
32.6172509,-117.0104449
32.71258359999999,-117.1601579
32.7459007,-117.0944716
33.1266409,-117.321292
32.9557128,-117.1299023
32.895815,-117.1348952
32.7447355,-117.0595193
33.196842,-117.375793
33.2022592,-117.2847326
32.7549551,-117.0911423
33.0069945,-117.1864575
33.18734330000001,-117.372407
33.2272782,-117.3278276
32.7552594,-117.109269
32.6399515,-117.097705
33.2201402,-117.280357
33.2190452,-117.320602
33.1862009,-117.2963439
32.9090474,-117.113832
33.1963169,-117.37231
33.2132979,-117.2790767
32.7105513,-117.1180327
32.6199478,-116.9802812
32.563811,-117.0811562
33.1804918,-117.3260869
32.8162201,-117.2677182
32.7771175,-117.1712321
32.9157197,-117.1406569
32.71497910000001,-117.1614861
32.6980023,-117.0774574
32.7146748,-117.1601716
32.6968041,-117.0893528
32.7292194,-117.158249
32.7146748,-117.1601716
32.604516,-117.0745794
32.5808387,-117.1033713
33.2674571,-117.0787517
33.0052287,-117.0921782
32.9509922,-117.2058243
32.8296526,-116.9995513
32.6279561,-117.0412264
32.7856444,-116.9984897
32.7875945,-116.9992889
32.7533271,-117.1190337
32.62285,-116.9614413
32.7094388,-117.1528227
32.8962857,-117.1932408
32.8065239,-117.1862364
